train_loss,train_acc,val_loss,val_acc
0.8538591042969077,65.1139137510171,0.5894523014624914,77.11301044634378
0.6139392331404179,77.40032546786004,0.35303847096634633,87.74928774928775
0.516210149012005,81.1771087605099,0.3124295754753279,88.50902184235518
0.45051293369229084,83.75372931922972,0.37894981622583035,86.03988603988604
0.40476487473526124,85.29970165446163,0.2810334846603148,90.69325735992403
0.3854024669563563,86.16083536750746,0.7026888646298286,77.01804368471035
0.3510162893949388,87.59153783563873,0.2265507188258749,92.02279202279202
0.3232632842068429,88.4560618388934,0.25732261952802993,91.35802469135803
0.29195103851710635,89.36126932465419,0.22287942852937814,92.40265906932574
0.2624850969179786,90.53770002712233,0.19827293257483028,92.49762583095917
0.23718442634927864,91.79210740439382,0.16204152184284545,94.87179487179488
0.22625791224289418,92.03959858963927,0.16691134508812067,94.39696106362773
0.21013312822171445,92.78207214537565,0.14588586835077766,95.53656220322887
0.18357770021503828,93.8228912394901,0.1502812052512485,94.68186134852802
0.16787626397434355,94.23650664496881,0.7079270174444625,81.57644824311491
0.1680739144622924,94.33821535123407,0.14621034805719374,96.01139601139602
0.14735164485241484,94.95524816924329,0.12870414332825353,96.58119658119658
0.13444725365793117,95.48074315161378,0.18006322594980398,94.20702754036087
0.12045567528316407,96.01301871440195,0.08597344056364488,97.05603038936373
0.11748706946228257,96.17236235421753,0.09916509558608981,97.62583095916429
0.10711808122341963,96.50800108489287,0.13289393278043435,96.01139601139602
0.09828382405859505,96.75210197992948,0.1358937827974318,96.58119658119658
0.08529835044941209,97.13520477352861,0.09489892074083345,97.24596391263059
0.08694515662222854,97.15554651478166,0.10211280871810617,96.77113010446344
0.07867177207868369,97.42676973148902,0.13270500499691645,97.24596391263059
0.04826543916604828,98.41334418226201,0.07489952774410609,97.81576448243115
0.04041844920979746,98.68795768917819,0.09846167223035578,97.81576448243115
0.03659881534242819,98.80322755627881,0.11486362745221634,97.43589743589743
0.03169233491225225,99.00325467860048,0.11410068490372258,98.00569800569801
0.033567190156241225,98.8913751017087,0.08305917245381737,97.91073124406458
0.03037608919194316,98.9964740981828,0.10856226576420754,98.00569800569801
0.027122066753681024,99.1490371575807,0.08597952049113343,98.38556505223171
0.013986425050856123,99.51179820992677,0.10038194390635495,98.19563152896487
0.013551824171275902,99.55926227285056,0.12377582758494321,97.72079772079772
0.012906407526213299,99.54909140222404,0.10737174447799037,98.00569800569801
0.013673292860789004,99.54231082180635,0.09642724263920682,98.00569800569801
0.009994491813051981,99.64062923786275,0.15385961407916726,96.9610636277303
0.012267257602950558,99.63045836723623,0.10927953580816631,98.10066476733144
0.007666012145543752,99.76606997558991,0.12053472207205851,98.10066476733144
0.005730127687455363,99.82031461893138,0.10867368012073646,98.10066476733144
0.005492857157778486,99.84743694060212,0.0974804812731708,98.38556505223171
0.005921408442070431,99.7728505560076,0.11528122174604655,98.48053181386514
0.0061321620760582665,99.7898020070518,0.11528673384643787,98.19563152896487
0.0064065563030674105,99.79658258746949,0.12355892663383528,98.2905982905983
0.0034435779152378163,99.90168158394358,0.10891076682747823,98.48053181386514
0.004073969684359554,99.88473013289938,0.10774012581473753,98.38556505223171
0.002841144514641812,99.90507187415243,0.10117045462431576,98.2905982905983
0.0027165466871883885,99.91185245457011,0.12779073288113463,98.00569800569801
0.0030214787387482065,99.90507187415243,0.1281953219843457,98.2905982905983
0.0022675033482563696,99.91524274477895,0.13064637222975495,98.2905982905983
